16.83%,15.10%,1.75%,14.10%,15.95%,7.69%,7.69%,6.96%,6.96%,6.96%
"13,204,142","11,846,854","1,372,980","11,062,294","12,513,730",0,0,0,0,0
"13,204,142","11,846,854","1,372,980","11,062,294","12,513,730",0,0,0,0,0
"13,204,142","11,846,854","1,372,980","11,062,294","12,513,730",0,0,0,0,0
"13,204,142","11,846,854","1,372,980","11,062,294","12,513,730",0,0,0,0,0
"13,204,142","11,846,854","1,372,980","11,062,294","12,513,730",0,0,0,0,0
"13,204,142","11,846,854","1,372,980","11,062,294","12,513,730",0,0,0,0,0
"13,204,142","11,846,854","1,372,980","11,062,294","12,513,730",0,0,0,0,0
"13,204,142","11,846,854","1,372,980","11,062,294","12,513,730",0,0,0,0,0
"13,204,142","11,846,854","1,372,980","11,062,294","12,513,730",0,0,0,0,0
"13,204,142","11,846,854","1,372,980","11,062,294","12,513,730",0,0,0,0,0
"13,204,142","11,846,854","1,372,980","11,062,294","12,513,730",0,0,0,0,0
"13,204,142","11,846,854","1,372,980","11,062,294","12,513,730","10,600,496","10,600,497","9,599,669","9,599,669","9,599,669"
"13,204,142","11,846,854","1,372,980","11,062,294","12,513,730","10,600,496","10,600,497","9,599,669","9,599,669","9,599,669"
"13,204,142","11,846,854","1,372,980","11,062,294","12,513,730","10,600,496","10,600,497","9,599,669","9,599,669","9,599,669"
"13,204,142","11,846,854","1,372,980","11,062,294","12,513,730","10,600,496","10,600,496","9,599,669","9,599,669","9,599,670"
"13,204,142","11,846,854","1,372,980","11,062,294","12,513,730","10,600,496","10,600,496","9,599,669","9,599,669","9,599,670"
"13,204,142","11,846,854","1,372,980","11,062,294","12,513,730","10,600,496","10,600,496","9,599,669","9,599,669","9,599,670"
"13,204,142","11,846,854","1,372,980","11,062,294","12,513,730","10,600,496","10,600,496","9,599,669","9,599,670","9,599,669"
"13,204,142","11,846,854","1,372,980","11,062,294","12,513,730","10,600,496","10,600,496","9,599,669","9,599,670","9,599,669"
"13,204,142","11,846,854","1,372,980","11,062,294","12,513,730","10,600,496","10,600,496","9,599,669","9,599,670","9,599,669"
"13,204,142","11,846,854","1,372,980","11,062,294","12,513,730","10,600,496","10,600,496","9,599,670","9,599,669","9,599,669"
"13,204,142","11,846,854","1,372,980","11,062,294","12,513,730","10,600,496","10,600,496","9,599,670","9,599,669","9,599,669"
"13,204,142","11,846,854","1,372,980","11,062,294","12,513,730","10,600,496","10,600,496","9,599,670","9,599,669","9,599,669"
"13,204,142","11,846,854","1,372,980","11,062,294","12,513,730","10,600,497","10,600,496","9,599,669","9,599,669","9,599,669"
"13,204,142","11,846,854","1,372,980","11,062,294","12,513,730","10,600,497","10,600,496","9,599,669","9,599,669","9,599,669"
"13,204,142","11,846,854","1,372,980","11,062,294","12,513,730","10,600,497","10,600,496","9,599,669","9,599,669","9,599,669"
"15,490,931","13,898,578","1,610,762","12,978,142","14,680,948","8,764,627","8,764,627","7,937,128","7,937,128","7,937,129"
"26,408,285","23,693,708","2,745,959","22,124,588","25,027,460",0,0,0,0,0
"7,922,498","7,108,110","823,782","6,637,378","7,508,232",0,0,0,0,0
"393,129,406","352,718,600","40,877,983","329,359,752","372,573,620","167,772,070","167,772,070","151,932,166","151,932,166","151,932,167"